source	disposition	target_or_reason
surface-reconcile-run-fixture-in-context-frame-may-name-one-axis	DROP	single-incident tt->Proved errata; verdict-flip-each-axis discipline covered by CHECKS#7
surface-the-seam-need-not-your-preferred-mechanism	DUP	agent/memory/fleet/surface-the-seam-need-not-your-preferred-mechanism.md (checked-in copy current; no fold)
swapfree-is-not-a-distress-instrument-memory-pressure-is	DROP	single-incident memory-diagnosis narrative; overlaps existing tmpfs/disk-instrument-blindness lesson
sweep-a-retired-model-by-its-arithmetic-not-by-its-phrasing	DUP	agent/memory/build/rename-wp-needs-whole-workspace-basename-sweep.md
sweep-wedged-panes-misses-stacked-paste-form-capture-architect-directly	DUP	agent/memory/fleet/verify-a-tmux-rouse-actually-submitted.md
systems-os-kernel-interface-first-party	DUP	agent/memory/enclave/systems-os-kernel-interface-first-party.md (checked-in copy current; no fold)
taint-axis-orientation-needs-distinguishing-pair	DUP	agent/memory/build/qa/taint-axis-orientation-needs-distinguishing-pair.md (checked-in copy current; no fold)
temp-worktree-holds-wp-branch-remove-before-kicking-team	DUP	agent/memory/build/wp-branch-handoff-deadlock-leader-holds.md
terminal-gate-resolve-race-resolving-on-cast	DUP	agent/memory/fleet/terminal-gate-resolve-race-resolving-on-cast.md (checked-in copy current; no fold)
tested-not-trusted-posture-needs-reachability-precondition	DUP	agent/memory/enclave/tested-not-trusted-posture-needs-reachability-precondition.md (checked-in copy current; no fold)
the-ac-named-witness-may-be-unable-to-carry-the-mechanisms-required-input	DROP	single-incident Ken lexical-recursor debugging; covered by CHECKS#4 spirit
the-ac-whose-evidence-you-must-manufacture-is-the-one-you-silently-skip	DUP	agent/memory/fleet/a-two-clause-finding-gets-discharged-on-whichever-clause-its-author-phrased-as-an-ask.md
the-adversary-must-not-git-fetch-per-hunt-only-the-publisher-path-has-github-credentials-and-the-merge-notification-guarantees-the-squash-is-already-in-the-shared-object-store	DUP	agent/memory/fleet/check-main-via-git-object-store-not-find.md
the-assertion-that-names-the-cause-can-be-the-next-line-and-never-run	DROP	single-incident CI-failure diagnosis narrative; assertion-ordering practice not a new mechanism
the-branch-you-are-parked-on-can-itself-be-a-routed-deliverable	DROP	single-incident git-hygiene finding; overlaps existing worktree/branch-check lessons
the-case-a-rule-was-written-for-is-the-one-it-is-never-tested-against	PROMOTE	new agent/memory/fleet/the-case-a-rule-was-written-for-is-the-one-it-is-never-tested-against.md
the-defect-is-a-missing-enforcement-edge-not-missing-information	DROP	well-formed but overlaps CHECKS#8 proxy/enforcement spirit
the-easy-half-of-a-frame-is-the-one-with-the-largest-adjacency-surface	DROP	novel framing heuristic; overlaps adversary adjacent-arms lessons
the-events-api-projects-mentions-as-empty-so-it-cannot-audit-a-mention	DROP	API-quirk claim likely superseded by 2026-08-09 mootup upgrade; unverifiable now
the-false-zero-that-agrees-with-you-is-the-one-that-is-never-caught	DUP	agent/memory/fleet/a-line-local-operation-lies-about-hard-wrapped-text.md
the-frame-named-the-instrument-and-i-built-against-the-neighbouring-one	DROP	single-incident; overlaps CHECKS#4 (resolve named enabler before building)
the-independent-side-of-an-emission-gate-is-the-finished-ir	DROP	single-incident Cranelift-specific compiler design narrative
the-instruments-domain-silently-becomes-the-repairs-domain	DUP	agent/memory/enclave/count-the-population-before-you-place-it-inside-a-mechanism.md
the-linux-abi-is-what-makes-ken-not-a-toy	OPERATOR	listed for the Steward (not placed in the corpus)
the-only-production-writer-is-not-evidence-it-wrote-this-instance	DROP	single-incident; overlaps existing producer-tracing/enumeration lessons
the-operator-can-hold-grounds-that-defeat-an-unachievable-verdict-you-measured	DROP	generalizes from CLEAN-ROOM.md's already-stated prior-art role restriction
the-option-a-backend-vs-option-b-tcb-boundary-turns-on-whether-a-value-crosses-a-function-return	DROP	specific Architect TCB/ABI ruling narrative; not a generalizable lesson
the-ownership-of-a-refusal-site-is-not-the-ownership-of-the-defect	DUP	agent/memory/fleet/a-pattern-match-is-evidence-about-what-encloses-it.md
the-plan-cannot-corroborate-the-plan	DUP	agent/memory/fleet/a-pin-cannot-disagree-with-its-own-source.md
the-property-that-defines-your-control-can-be-what-the-classifier-uses-to-exclude-it	DUP	agent/memory/enclave/buildability-ruling-must-ground-every-axis.md
the-publisher-exits-0-after-a-transient-api-error-without-merging	DUP	agent/memory/roles/steward/publisher-flags-are-description-not-body-and-failure-is-silent.md
the-same-command-on-two-branches-differs-by-a-pr-you-did-not-check-for	DUP	agent/memory/fleet/a-guard-on-what-the-command-says-is-not-a-guard-on-what-the-command-does.md
the-satisfying-act-of-a-gate-must-be-the-write-not-a-post	DUP	agent/memory/fleet/text-whose-truth-has-an-expiry-sits-in-an-artifact-with-no-alarm.md
thin-flow-directive-dont-cc-the-room	DUP	agent/memory/fleet/thin-flow-directive-dont-cc-the-room.md (checked-in copy current; no fold)
threaded-reply-does-not-wake-no-poll-asker	DUP	agent/memory/fleet/mention-discipline.md
three-in-scope-lessons-missing-on-one-node-is-a-reading-on-retrieval-not-on-the-seats	DROP	proposed for promotion, not taken: its finding is the premise of the 2026-09-25 audit and CHECKS.md itself
three-proposed-repairs-that-are-each-the-identity-at-the-site-mean-the-defect-is-between-producers-not-views	DROP	single-incident; overlaps sibling lessons cited within it
tier-table-is-a-default-runtime-seats-t1-implementer	DUP	agent/memory/fleet/use-tier-labels-never-model-names.md
timeout-does-not-kill-grandchild-cargo-test	DUP	agent/memory/build/timeout-does-not-kill-grandchild-cargo-test.md (drift folded into it)
total-over-nodes-is-not-closed-under-parent-child-reachability	DROP	single-incident Ken runtime planner debugging; overlaps CHECKS#6
transcribe-before-deleting-scratch-harness	DUP	agent/memory/fleet/a-negative-check-passes-for-any-reason-so-it-needs-a-positive-control.md
transcription-moves-contract-requires-three-part-reconcile	DUP	agent/memory/enclave/transcription-moves-contract-requires-three-part-reconcile.md (checked-in copy current; no fold)
transferring-a-divergence-fix-from-an-admission-gate-to-a-builder-flips-the-occurrence-check-soundness-direction	DROP	single-incident kernel positivity/soundness ruling; too specific to generalize
transport-schema-degenerate-endpoint-trap	DUP	agent/memory/enclave/transport-schema-degenerate-endpoint-trap.md (checked-in copy current; no fold)
truncated-refinement-predicate-is-dropped-so-reassociation-observable-is-ambiguity-rejection-not-typecheck	DROP	single-incident Ken elaborator technical fact
trust-level-claim-grep-per-check-both-directions	DUP	July migration kept it; merged away in the 2026-07-28 corpus audit (enclave trust-level lessons)
trust-level-prose-vs-locked-adr-crosscheck	DUP	agent/memory/enclave/trust-level-prose-vs-locked-adr-crosscheck.md (checked-in copy current; no fold)
trust-root-test-coverage-discipline	DUP	agent/memory/teams/kernel/trust-root-test-coverage-discipline.md (checked-in copy current; no fold)
trusted-by-typing-guarantee-is-not-kernel-proved-Q	DUP	agent/memory/enclave/trusted-by-typing-guarantee-is-not-kernel-proved-Q.md (checked-in copy current; no fold)
trusted-primitive-refinement-codomain-witness	DUP	agent/memory/enclave/trusted-primitive-refinement-codomain-witness.md (checked-in copy current; no fold)
tt-vs-refl-endpoint-rule-for-inductive-equal-law-bases	DUP	agent/memory/enclave/tt-vs-refl-endpoint-rule-for-inductive-equal-law-bases.md (checked-in copy current; no fold)
two-accepted-findings-on-one-site-can-prescribe-opposite-remedies	DROP	single-incident; overlaps existing two-node-defect-ownership lessons
two-arity-authorities-that-disagree-may-count-different-objects-explicit-vs-environment	DROP	single-incident Ken closure-conversion arity debugging; too specific to generalize
two-arm-producer-needs-a-case-per-arm	DUP	agent/memory/build/qa/two-arm-producer-needs-a-case-per-arm.md (checked-in copy current; no fold)
two-questions-a-durable-artifact-must-survive	DROP	single-incident; citation/restatement/deletion triage overlaps existing durable-artifact lessons
two-relations-can-each-name-a-different-occurrence-and-a-ruling-can-swap-their-roles	DROP	single-incident Ken planner debugging; too specific to generalize
un-ignoring-a-deferred-test-with-a-retargeted-assertion-audit-the-expected-values-producer-legitimate-iff-an-independent-stage-tautological-iff-echoed-from-the-run-or-fixture-input	DUP	agent/memory/fleet/an-assertion-whose-expected-value-is-computed-from-the-thing-under-test-is-a-theorem.md
unblocking-one-of-several-blockers-restores-nothing-price-the-remedy-against-the-throughput-not-the-blocker	PROMOTE	new agent/memory/roles/steward/unblocking-one-of-several-blockers-restores-nothing-price-the-remedy-against-the-throughput-not-the-blocker.md
unmintable-is-not-unobtainable-check-whether-a-fixture-enumerates-one	DUP	agent/memory/fleet/a-negative-check-passes-for-any-reason-so-it-needs-a-positive-control.md
until-condition-with-exit-1-kills-the-whole-poll-script	DROP	true and useful bash gotcha but narrow single mechanical pattern
untrusted-layer-backstop-hole-for-omissions	DUP	agent/memory/enclave/untrusted-layer-backstop-hole-for-omissions.md (checked-in copy current; no fold)
use-the-previous-variant-addition-as-the-control-population	DROP	overlaps existing catch-all-absorption lessons (exhaustiveness-comes-from-an-unguarded-arm, exhaustive-term-traversals)
use-tier-labels-never-model-names	DUP	agent/memory/fleet/use-tier-labels-never-model-names.md (checked-in copy current; no fold)
varying-the-enclosure-is-not-varying-the-position	DROP	single-incident; measure-every-named-position already covered by cited sibling lesson
verbatim-relay-still-exercises-authorship-through-selection	DUP	agent/memory/roles/adversary/verbatim-is-not-faithful-when-selection-is-wrong.md
verdict-mapping-silence-is-a-latent-conformance-bug	DUP	agent/memory/enclave/verdict-mapping-silence-is-a-latent-conformance-bug.md (checked-in copy current; no fold)
verified-showcase-predicate-must-be-defined-not-postulated	DUP	agent/memory/enclave/verified-showcase-predicate-must-be-defined-not-postulated.md (checked-in copy current; no fold)
verify-a-classification-membership-from-the-criterion-function-not-the-values-semantics	DUP	agent/memory/enclave/buildability-ruling-must-ground-every-axis.md
verify-a-kill-by-the-resource-it-held-not-by-the-name-you-killed-it-with	DROP	single-incident process-management narrative; overlaps build/timeout-does-not-kill-grandchild-cargo-test.md
verify-a-ruling-has-not-already-landed-before-firing-an-architect-blocked-finding	DUP	agent/memory/fleet/re-read-latest-events-immediately-before-a-stall-nudge.md
verify-branch-after-checkout-away-and-back	DUP	agent/memory/build/wp-branch-handoff-deadlock-leader-holds.md
verify-field-order-arity-against-declaration-not-prose	DUP	agent/memory/fleet/verify-field-order-arity-against-declaration-not-prose.md (checked-in copy current; no fold)
verify-generalization-per-category-and-regrounded-doc-full-pass	DUP	agent/memory/enclave/buildability-ruling-must-ground-every-axis.md
verify-proposed-fix-excludes-the-counterexample	DUP	agent/memory/enclave/verify-proposed-fix-excludes-the-counterexample.md (checked-in copy current; no fold)
verify-symbol-exposure-not-just-call-site-safety	DUP	agent/memory/enclave/verify-symbol-exposure-not-just-call-site-safety.md (checked-in copy current; no fold)
verify-the-mechanism-index	DROP	index file (injected MEMORY.md or a sub-index); no lesson content
verifying-the-pins-a-frame-enumerates-is-not-verifying-the-pins-that-exist	DUP	agent/memory/roles/steward/exported-name-migration-needs-whole-harness-consumer-inventory.md
visibility-partition-proves-a-search-bound-a-grep-only-hopes-for	DUP	agent/memory/fleet/an-enumeration-needs-a-proven-closure-not-a-better-grep.md
visibility-surface-deny-marker-conditional-and-source-root-tested	DROP	single-incident Ken export-mechanism finding (L4-export, already landed)
wc-l-answers-how-big-never-whether-it-is-new	DUP	agent/memory/roles/steward/dont-publish-derived-code-measurements-state-the-property-let-the-ring-measure.md
when-a-lesson-prescribes-more-care-look-for-the-position-based-version	DROP	meta-lesson on lesson-authoring; overlaps care-vs-structural theme in cited sibling
when-a-repair-lands-ask-which-copy-it-repaired	DUP	agent/memory/fleet/every-verification-instrument-passes-on-a-candidate-that-was-never-pushed.md
when-a-reviewer-hands-you-a-generalization-re-audit-the-whole-candidate-against-it-not-just-the-instance-they-found	DUP	agent/memory/fleet/a-new-criterion-is-applied-forward-and-never-swept-backward-over-the-document-that-states-it.md
when-compliance-costs-less-than-the-exception-there-is-no-exception	DROP	single-incident; overlaps CHECKS#8 proxy-criterion spirit
when-ruling-a-catalog-authoring-spelling-ground-it-against-the-nearest-landed-precedent-not-spec-prose	DROP	Architect-specific catalog-spelling narrative; too specific to generalize
when-several-repairs-in-a-row-miss-ask-whether-they-all-assumed-one-traversal	DROP	single-incident; same shared-premise meta-pattern as sibling files in this batch
when-successive-measurement-errors-all-favour-the-same-verdict-the-errors-are-the-evidence	DROP	proposed for promotion, not taken: reviewer-pull heuristic; not selected
when-the-defect-bearing-population-cannot-reach-the-branch-measure-the-route-not-the-kind	DROP	single-incident Ken planner debugging; too specific to generalize
when-you-reverse-a-ruling-cancel-its-derived-assignments-by-name	DROP	proposed for promotion, not taken: covered by fleet/a-new-criterion-is-applied-forward-and-never-swept-backward-over-the-document-that-states-it.md and the withdrawal lesson now promoted
which-role-an-artifact-occupies-is-set-by-what-you-are-trying-to-establish	DROP	proposed for promotion, not taken: covered by the classification lesson now promoted
withdrawing-a-cell-and-relocating-it-test-different-properties	DUP	agent/memory/fleet/withdraw-and-relocate-test-different-properties.md
